category_code,brand,views,carts,purchases,view_to_cart_rate,cart_to_purchase_rate,overall_conversion_rate,min_price,max_price,avg_price
apparel.trousers,tacx,2,0,0,0,,0,161.91,1544.18,889.7275
apparel.tshirt,berkut,2,0,0,0,,0,146.72,309.92,211.6525
apparel.tshirt,denzel,2,0,0,0,,0,26.61,26.61,26.61
apparel.tshirt,essence,2,0,0,0,,0,1.54,2.06,1.886666667
apparel.tshirt,ga-de,2,1,0,0.5,0,0,5.76,8.45,7.7775
apparel.tshirt,sinbo,2,0,0,0,,0,33.46,33.46,33.46
apparel.tshirt,smile,2,0,1,0,,0.5,33.84,33.84,33.84
apparel.underwear,cort,2,0,0,0,,0,349.3,440.17,426.19
apparel.underwear,cortland,2,0,0,0,,0,77.2,77.2,77.2
apparel.underwear,decocode,2,0,0,0,,0,11.58,11.58,11.58
apparel.underwear,gerat,2,0,0,0,,0,2.45,6.95,5.45
apparel.underwear,korg,2,0,0,0,,0,195.89,837.34,516.615
apparel.underwear,murella,2,0,0,0,,0,54.18,57.79,55.985
apparel.underwear,panolino,2,0,0,0,,0,15.29,15.29,15.29
apparel.underwear,peavey,2,0,0,0,,0,68.47,68.47,68.47
apparel.underwear,romax,2,0,0,0,,0,83.66,88.03,85.11666667
apparel.underwear,vilia,2,0,0,0,,0,12.48,12.48,12.48
appliances.environment.air_conditioner,Unknown,2,0,0,0,,0,157.02,257.68,222.985
appliances.environment.air_conditioner,dewalt,2,0,0,0,,0,257.39,257.39,257.39
appliances.environment.air_conditioner,otex,2,0,0,0,,0,225.75,415.71,349.4642857
appliances.environment.air_conditioner,snowcap,2,0,0,0,,0,156.76,156.76,156.76
appliances.environment.air_heater,colorful,2,0,0,0,,0,167.06,228.45,196.7714286
appliances.environment.air_heater,pny,2,0,0,0,,0,385.85,385.85,385.85
appliances.environment.climate,lg,2,0,0,0,,0,1184.05,1184.05,1184.05
appliances.environment.climate,romer,2,0,0,0,,0,92.41,92.41,92.41
appliances.environment.climate,spur,2,0,0,0,,0,25.74,38.35,32.045
appliances.environment.vacuum,bissell,2,0,0,0,,0,315.43,518.13,430.475
appliances.environment.vacuum,denzel,2,0,0,0,,0,487.76,487.76,487.76
appliances.environment.vacuum,dsp,2,0,0,0,,0,50.45,50.45,50.45
appliances.environment.vacuum,hitachi,2,0,0,0,,0,291.76,303.92,301.8933333
appliances.environment.vacuum,roborock,2,0,0,0,,0,475.95,475.95,475.95
appliances.environment.vacuum,rovus,2,0,0,0,,0,102.94,332.05,199.732
appliances.environment.vacuum,snowcap,2,0,0,0,,0,41.96,47.36,45.56
appliances.ironing_board,eglo,2,0,0,0,,0,82.37,104.25,93.31
appliances.ironing_board,line,2,0,0,0,,0,35.72,37.36,36.9875
appliances.kitchen.blender,gorenje,2,0,0,0,,0,22.91,56.6,39.755
appliances.kitchen.blender,kitchenaid,2,0,0,0,,0,195.09,1021.67,407.9042857
appliances.kitchen.blender,nutribullet,2,0,0,0,,0,46.33,154.42,127.3975
appliances.kitchen.blender,saturn,2,0,0,0,,0,10.27,61.49,48.685
appliances.kitchen.coffee_grinder,trollbeads,2,0,0,0,,0,312.88,312.88,312.88
appliances.kitchen.dishwasher,electrolux,2,0,0,0,,0,435.07,738.73,623.1855556
appliances.kitchen.dishwasher,gorenje,2,0,0,0,,0,475.82,592.01,562.9625
appliances.kitchen.grill,araton,2,0,0,0,,0,46.84,46.84,46.84
appliances.kitchen.grill,braun,2,1,0,0.5,0,0,48.88,53.8,50.90363636
appliances.kitchen.grill,char-broil,2,0,0,0,,0,401.55,592.04,496.795
appliances.kitchen.grill,crybabies,2,0,0,0,,0,54.06,54.06,54.06
appliances.kitchen.grill,hairdorables,2,0,0,0,,0,22.39,28.29,25.34
appliances.kitchen.grill,maxwell,2,1,0,0.5,0,0,19.28,19.28,19.28
appliances.kitchen.grill,medela,2,0,0,0,,0,38.12,108.53,90.9275
appliances.kitchen.grill,petek,2,0,0,0,,0,48.39,81.34,59.1375
appliances.kitchen.hob,crown,2,0,0,0,,0,132.54,132.54,132.54
appliances.kitchen.hob,danke,2,0,0,0,,0,96.88,96.88,96.88
appliances.kitchen.hob,darina,2,0,0,0,,0,218.59,308.68,263.635
appliances.kitchen.hob,hotpoint-ariston,2,0,0,0,,0,212.6,233.96,223.28
appliances.kitchen.hob,indesit,2,0,0,0,,0,163.94,351.59,257.765
appliances.kitchen.hob,simfer,2,0,0,0,,0,77.2,102.94,90.068
appliances.kitchen.hood,aeroforce,2,0,0,0,,0,66.15,66.15,66.15
appliances.kitchen.hood,einhell,2,0,0,0,,0,39.9,39.9,39.9
appliances.kitchen.hood,fubag,2,0,0,0,,0,84.26,84.26,84.26
appliances.kitchen.hood,total,2,0,0,0,,0,25.71,25.71,25.71
appliances.kitchen.hood,wortex,2,0,0,0,,0,38.59,38.59,38.59
appliances.kitchen.juicer,amarobaby,2,0,0,0,,0,32.18,64.09,44.944
appliances.kitchen.juicer,crucial,2,0,0,0,,0,29.52,149.55,89.535
appliances.kitchen.juicer,disney,2,0,0,0,,0,28.89,28.89,28.89
appliances.kitchen.juicer,hp,2,0,0,0,,0,87.54,949.91,518.725
appliances.kitchen.juicer,hyperx,2,0,0,0,,0,25.74,180.16,45.0425
appliances.kitchen.juicer,lenovo,2,0,0,0,,0,23.4,638.74,331.07
appliances.kitchen.juicer,lol,2,0,0,0,,0,23.15,23.15,23.15
appliances.kitchen.juicer,plextor,2,0,0,0,,0,44.47,72.33,53.75666667
appliances.kitchen.juicer,vladi,2,0,0,0,,0,32.95,32.95,32.95
appliances.kitchen.kettle,alteco,2,0,0,0,,0,74.65,74.65,74.65
appliances.kitchen.kettle,apollo,2,0,0,0,,0,11.58,11.58,11.58
appliances.kitchen.kettle,bauer,2,0,0,0,,0,83.17,196.89,158.9833333
appliances.kitchen.kettle,berghoff,2,0,0,0,,0,4.09,6.15,4.605
appliances.kitchen.kettle,crown,2,0,0,0,,0,39.96,111.97,76.6575
appliances.kitchen.kettle,defender,2,0,0,0,,0,5.08,17.32,11.2
appliances.kitchen.kettle,dwt,2,0,0,0,,0,36.17,61.78,48.975
appliances.kitchen.kettle,makita,2,0,0,0,,0,173.16,254.5,213.83
appliances.kitchen.meat_grinder,baden,2,0,0,0,,0,44.79,44.79,44.79
appliances.kitchen.meat_grinder,burgerschuhe,2,0,0,0,,0,53.03,94.21,78.68333333
appliances.kitchen.meat_grinder,fly,2,0,0,0,,0,50.97,88.81,60.43
appliances.kitchen.meat_grinder,greyder,2,0,0,0,,0,72.07,104.25,82.79666667
appliances.kitchen.mixer,doohan,2,0,0,0,,0,1090.63,1090.63,1090.63
appliances.kitchen.mixer,joyor,2,0,0,0,,0,334.37,334.37,334.37
appliances.kitchen.mixer,micro,2,0,0,0,,0,51.48,119.69,83.1725
appliances.kitchen.mixer,nanrobot,2,0,0,0,,0,759.35,1644.83,1202.09
appliances.kitchen.mixer,penny,2,0,0,0,,0,41.16,43.73,42.445
appliances.kitchen.mixer,philips,2,0,0,0,,0,56.6,77.2,75.14
appliances.kitchen.mixer,scooter,2,0,0,0,,0,64.35,126.32,95.335
appliances.kitchen.mixer,zelmer,2,1,0,0.5,0,0,43.47,45.02,44.78153846
appliances.kitchen.oven,darina,2,0,0,0,,0,198.18,198.18,198.18
appliances.kitchen.oven,electrolux,2,0,0,0,,0,419.54,509.49,464.515
appliances.kitchen.oven,indesit,2,0,0,0,,0,234.21,234.21,234.21
appliances.kitchen.oven,krona,2,0,0,0,,0,192.8,192.8,192.8
appliances.kitchen.oven,neo,2,0,0,0,,0,94.26,99.97,96.544
appliances.kitchen.oven,saturn,2,0,0,0,,0,58.69,58.69,58.69
appliances.kitchen.refrigerators,coolfort,2,0,0,0,,0,59.18,77.2,63.685
appliances.kitchen.refrigerators,gorenje,2,0,0,0,,0,283.12,303.74,293.43
appliances.kitchen.refrigerators,hitachi,2,0,0,0,,0,2328.98,2328.98,2328.98
appliances.kitchen.refrigerators,hotpoint-ariston,2,0,0,0,,0,484.53,532.83,508.68
appliances.kitchen.refrigerators,leadbros,2,0,0,0,,0,133.85,290.87,212.36
appliances.kitchen.refrigerators,mebelson,2,0,0,0,,0,170.89,170.89,170.89
appliances.kitchen.refrigerators,optima,2,0,0,0,,0,247.45,285.59,277.962
appliances.kitchen.refrigerators,signal,2,0,0,0,,0,197.19,236.63,216.91
appliances.kitchen.refrigerators,vivo,2,0,0,0,,0,411.59,411.59,411.59
appliances.kitchen.toster,airwheel,2,0,0,0,,0,281.84,495.06,370.53
appliances.kitchen.toster,alesis,2,0,0,0,,0,135.89,135.89,135.89
appliances.kitchen.toster,bbk,2,0,0,0,,0,120.72,120.72,120.72
appliances.kitchen.toster,dji,2,0,0,0,,0,1027.65,1118.79,1058.03
appliances.kitchen.toster,graffiti,2,0,0,0,,0,128.38,137.85,133.115
appliances.kitchen.toster,kona,2,0,0,0,,0,437.59,437.59,437.59
appliances.kitchen.toster,leem,2,0,0,0,,0,115.83,154.19,128.6166667
appliances.kitchen.toster,liv,2,0,0,0,,0,187.65,463.07,325.36
appliances.kitchen.toster,m-audio,2,0,0,0,,0,99.04,165.05,121.0422222
appliances.kitchen.toster,scarlett,2,1,1,0.5,1,0.5,20.57,24.05,23.47
appliances.kitchen.toster,viewmaster,2,0,0,0,,0,56.08,56.08,56.08
appliances.kitchen.washer,hansa,2,0,0,0,,0,302.01,321.51,305.91
appliances.kitchen.washer,whirlpool,2,0,0,0,,0,280.55,376.3,306.7183333
appliances.personal.hair_cutter,bene,2,0,0,0,,0,11.27,11.27,11.27
appliances.personal.hair_cutter,wahl,2,0,0,0,,0,12.19,92.36,70.7725
appliances.personal.massager,adata,2,0,0,0,,0,51.65,154.16,81.23428571
appliances.personal.massager,akpo,2,0,0,0,,0,95.62,224,152.0466667
appliances.personal.massager,alborz,2,1,0,0.5,0,0,187.37,273.34,208.8625
appliances.personal.massager,cata,2,0,0,0,,0,275.99,973.24,624.615
appliances.personal.massager,cersanit,2,0,0,0,,0,29.55,56.88,43.27
appliances.personal.massager,darina,2,0,0,0,,0,59,122.37,83.00875
appliances.personal.massager,ducray,2,1,1,0.5,1,0.5,8.62,22.75,11.55125
appliances.personal.massager,electrolux,2,0,0,0,,0,169.81,226.23,182.3157143
appliances.personal.massager,falmec,2,0,0,0,,0,275.46,275.46,275.46
appliances.personal.massager,hubert,2,0,0,0,,0,119.41,172.44,137.0866667
appliances.personal.massager,irbis,2,0,0,0,,0,136.4,136.4,136.4
appliances.personal.massager,lenovo,2,0,0,0,,0,224.69,303.48,277.2166667
appliances.personal.massager,mbs,2,0,0,0,,0,78.74,78.74,78.74
appliances.personal.massager,midea,2,0,0,0,,0,40.67,215.4,92.46
appliances.personal.massager,sensis,2,0,0,0,,0,51.74,51.74,51.74
appliances.personal.massager,simfer,2,0,0,0,,0,138.97,138.97,138.97
appliances.personal.massager,smart,2,0,0,0,,0,54.7,85.33,70.015
appliances.personal.massager,transcend,2,0,0,0,,0,63.01,106.79,72.39833333
appliances.personal.massager,verbatim,2,0,0,0,,0,47.93,55.11,51.52
appliances.personal.massager,xg,2,0,0,0,,0,288,288,288
appliances.personal.scales,bax,2,0,0,0,,0,46.08,107.86,87.91
appliances.personal.scales,einhell,2,0,0,0,,0,123.56,123.56,123.56
appliances.sewing_machine,leader,2,0,0,0,,0,108.04,108.04,108.04
appliances.sewing_machine,polaris,2,0,0,0,,0,38.33,38.33,38.33
appliances.sewing_machine,veritas,2,0,0,0,,0,151.1,161.19,157.8266667
auto.accessories.alarm,appollo,2,0,0,0,,0,54.06,54.06,54.06
auto.accessories.alarm,swat,2,0,0,0,,0,46.08,46.08,46.08
auto.accessories.anti_freeze,pablosky,2,0,0,0,,0,30.89,46.59,36.165
auto.accessories.compressor,airline,2,0,0,0,,0,48.07,48.07,48.07
auto.accessories.light,nova,2,1,0,0.5,0,0,92.67,231.67,203.87
auto.accessories.parktronic,flambeau,2,0,0,0,,0,19.87,82.34,51.105
auto.accessories.parktronic,plano,2,0,0,0,,0,21.35,21.35,21.35
auto.accessories.radar,audio-technica,2,0,0,0,,0,38.35,38.35,38.35
auto.accessories.radar,ritmix,2,0,0,0,,0,2.9,3.58,3.126666667
auto.accessories.radar,shure,2,0,0,0,,0,72.33,428.07,190.91
auto.accessories.videoregister,brumer,2,0,0,0,,0,141.57,141.57,141.57
auto.accessories.winch,keune,2,0,0,0,,0,9.01,40.09,30.97
computers.components.cooler,artel,2,0,0,0,,0,48.11,54.03,51.135
computers.components.cooler,bosch,2,0,0,0,,0,151.84,180.16,161.28
computers.components.cooler,centek,2,0,0,0,,0,41.15,41.15,41.15
computers.components.cooler,first,2,0,0,0,,0,20.57,20.57,20.57
computers.components.cooler,mutant,2,0,0,0,,0,12.23,14.03,12.83
computers.components.cooler,smeg,2,0,0,0,,0,213.26,414.95,364.5275
computers.components.cooler,unit,2,0,0,0,,0,92.41,92.41,92.41
computers.components.motherboard,omabelle,2,0,0,0,,0,257.41,334.63,305.02875
computers.components.motherboard,tamina,2,0,0,0,,0,205.92,347.5,293.44
computers.components.videocards,garvalin,2,0,0,0,,0,47.11,72.07,61.62916667
computers.components.videocards,msi,2,0,0,0,,0,205.9,463.31,291.7033333
computers.components.videocards,sapphire,2,0,0,0,,0,200.52,406.19,337.6333333
computers.desktop,caprice,2,0,0,0,,0,71.82,82.11,73.9725
computers.desktop,eco,2,0,0,0,,0,180.16,195.6,190.4533333
computers.desktop,ezviz,2,0,0,0,,0,53.77,69.22,66.645
computers.desktop,fisher-price,2,0,0,0,,0,24.45,51.46,37.955
computers.desktop,lemark,2,0,0,0,,0,52.14,168.35,110.245
computers.desktop,lenovo,2,0,0,0,,0,643.49,1265.93,850.97
computers.desktop,lorelli,2,0,0,0,,0,8.24,30.37,15.61666667
computers.desktop,mideer,2,0,0,0,,0,9.01,45.05,27.03
computers.desktop,pituso,2,0,0,0,,0,45.82,53.54,49.68
computers.ebooks,Unknown,2,1,1,0.5,1,0.5,19.05,67.89,30.05375
computers.ebooks,bosch,2,0,0,0,,0,95.24,99.82,97.53
computers.notebook,dell,2,0,0,0,,0,725.63,843.97,784.8
computers.notebook,selena,2,0,0,0,,0,18.76,19.84,19.03
computers.peripherals.camera,apollo,2,0,0,0,,0,10.27,10.27,10.27
computers.peripherals.camera,gipfel,2,0,0,0,,0,33.95,44.95,37.09285714
computers.peripherals.mouse,asus,2,0,0,0,,0,171.35,205.4,188.375
computers.peripherals.mouse,celestron,2,0,0,0,,0,69.5,141.57,105.535
computers.peripherals.mouse,corsair,2,0,0,0,,0,99.1,231.31,165.205
computers.peripherals.mouse,corsocomo,2,1,0,0.5,0,0,110.43,110.43,110.43
computers.peripherals.mouse,olympus,2,0,0,0,,0,76.96,149.04,138.7428571
computers.peripherals.printer,diamant,2,0,0,0,,0,241.71,241.71,241.71
computers.peripherals.printer,merelani,2,0,0,0,,0,42.47,101.16,71.815
computers.peripherals.printer,teosa,2,0,0,0,,0,25.74,60.88,41.224
construction.components.faucet,diamant,2,0,1,0,,0.5,98.33,135.4,122.7833333
construction.components.faucet,favory,2,0,0,0,,0,136.94,1940.51,587.8325
construction.components.faucet,vega,2,0,0,0,,0,24.71,35.52,28.31333333
construction.tools.axe,Unknown,2,0,0,0,,0,7.67,9.04,8.355
construction.tools.drill,bata,2,0,0,0,,0,64.35,64.35,64.35
construction.tools.drill,esab,2,0,0,0,,0,101.5,101.5,101.5
construction.tools.drill,fubag,2,0,0,0,,0,34.75,88.52,68.26190476
construction.tools.drill,gladen,2,0,0,0,,0,211.07,283.15,241.5942857
construction.tools.drill,marko,2,0,0,0,,0,50.94,50.94,50.94
construction.tools.drill,peak,2,0,0,0,,0,77.2,98.84,88.02
construction.tools.drill,syma,2,0,0,0,,0,77.22,195.63,115.316
construction.tools.generator,fissman,2,0,0,0,,0,32.56,71.56,47.568
construction.tools.generator,galaxy,2,0,0,0,,0,11.26,14.11,12.80428571
construction.tools.generator,tvs,2,0,0,0,,0,40.83,47.12,44.604
construction.tools.generator,verloni,2,0,0,0,,0,7.7,11.56,9.63
construction.tools.light,blueidea,2,0,0,0,,0,32.69,32.69,32.69
construction.tools.light,ferrino,2,0,0,0,,0,165.26,487.27,330.64
construction.tools.light,grohe,2,0,0,0,,0,196.37,245.8,229.3233333
construction.tools.light,haday,2,0,0,0,,0,33.46,33.46,33.46
construction.tools.light,housefit,2,0,0,0,,0,334.16,334.16,334.16
construction.tools.light,philips,2,0,0,0,,0,87.52,87.52,87.52
construction.tools.light,rieker,2,0,0,0,,0,39.38,39.38,39.38
construction.tools.light,rosio,2,0,0,0,,0,105.54,617.78,237.332
construction.tools.light,ryobi,2,0,0,0,,0,340.7,340.7,340.7
construction.tools.light,sanita,2,0,0,0,,0,64.02,89.65,72.7875
construction.tools.light,yamaguchi,2,0,0,0,,0,149.17,149.17,149.17
construction.tools.pump,acm,2,0,0,0,,0,3.86,3.86,3.86
construction.tools.pump,atlant,2,0,0,0,,0,61.78,66.93,63.49666667
construction.tools.saw,colgate,2,0,0,0,,0,14.39,14.39,14.39
construction.tools.saw,crown,2,0,0,0,,0,102.55,102.55,102.55
construction.tools.saw,dewalt,2,0,0,0,,0,315.32,315.32,315.32
construction.tools.saw,dox,2,0,0,0,,0,6.44,6.44,6.44
construction.tools.saw,edon,2,0,0,0,,0,35.52,35.52,35.52
construction.tools.saw,femi,2,0,0,0,,0,1714.33,1714.33,1714.33
construction.tools.saw,nioxin,2,0,0,0,,0,41.19,41.19,41.19
construction.tools.saw,stanley,2,0,0,0,,0,4.5,36.42,20.03333333
construction.tools.soldering,Unknown,2,0,0,0,,0,74.65,144.15,126.775
construction.tools.welding,deko,2,0,0,0,,0,89.84,89.84,89.84
construction.tools.welding,huawei,2,0,0,0,,0,4.09,4.09,4.09
construction.tools.welding,kisswill,2,0,0,0,,0,2.57,2.57,2.57
construction.tools.welding,laston,2,0,0,0,,0,79.47,87.63,82.19
construction.tools.welding,levenhuk,2,0,0,0,,0,166.1,166.1,166.1
construction.tools.welding,toto,2,0,0,0,,0,6.41,7.7,6.84
construction.tools.welding,vipe,2,0,0,0,,0,5.28,11.45,7.736666667
construction.tools.welding,xiaomi,2,0,0,0,,0,8.98,8.98,8.98
country_yard.cultivator,adidas,2,0,0,0,,0,96.58,96.58,96.58
country_yard.cultivator,asics,2,0,0,0,,0,74.62,93.18,88.54
country_yard.cultivator,greyder,2,0,0,0,,0,77.22,77.22,77.22
country_yard.cultivator,respect,2,0,0,0,,0,25.48,35.78,28.91333333
country_yard.cultivator,samsung,2,0,0,0,,0,6.41,25.71,15.416
country_yard.furniture.bench,rondell,2,0,0,0,,0,21.85,21.85,21.85
country_yard.furniture.hammok,ansmann,2,0,0,0,,0,10.27,10.27,10.27
country_yard.furniture.hammok,deppa,2,0,0,0,,0,12.84,33.44,26.57333333
country_yard.furniture.hammok,inkax,2,0,0,0,,0,3.86,7.72,4.964285714
country_yard.furniture.hammok,miracase,2,0,0,0,,0,15.42,15.42,15.42
country_yard.furniture.hammok,remax,2,0,0,0,,0,5.12,5.12,5.12
country_yard.furniture.hammok,thule,2,0,0,0,,0,113.77,126.13,119.95
electronics.audio.acoustic,alvarez,2,0,0,0,,0,239.39,239.39,239.39
electronics.audio.acoustic,arg,2,0,0,0,,0,77.2,77.2,77.2
electronics.audio.acoustic,bonita,2,0,0,0,,0,9.32,9.32,9.32
electronics.audio.acoustic,crown,2,0,0,0,,0,44.42,63.32,53.87
electronics.audio.acoustic,ibanez,2,0,0,0,,0,215.19,215.19,215.19
electronics.audio.acoustic,tanglewood,2,0,0,0,,0,283.15,772.22,447.245
electronics.audio.headphone,prestigio,2,0,0,0,,0,244.46,244.46,244.46
electronics.audio.microphone,makita,2,0,0,0,,0,171.91,362.19,239.5016667
electronics.audio.music_tools.piano,fila,2,0,0,0,,0,10.66,18.38,15.80666667
electronics.audio.music_tools.piano,nike,2,0,0,0,,0,33.21,33.21,33.21
electronics.audio.music_tools.piano,tsubaki,2,0,0,0,,0,6.87,8.05,7.46
electronics.audio.subwoofer,blam,2,0,0,0,,0,180.18,195.63,191.7675
electronics.audio.subwoofer,butterfly,2,0,0,0,,0,60,80.67,70.335
electronics.audio.subwoofer,morel,2,0,0,0,,0,61.78,88.8,75.29
electronics.audio.subwoofer,seletti,2,0,0,0,,0,73.62,73.62,73.62
electronics.audio.subwoofer,tramontina,2,0,0,0,,0,7.44,11.62,10.22666667
electronics.camera.photo,lumme,2,0,0,0,,0,25.64,25.64,25.64
electronics.camera.photo,maunfeld,2,1,1,0.5,1,0.5,42.45,56.17,48.0675
electronics.camera.photo,minoti,2,0,0,0,,0,29.58,29.58,29.58
electronics.camera.photo,xiaomi,2,0,0,0,,0,32.69,32.69,32.69
electronics.camera.video,nobby,2,0,0,0,,0,20.23,27.54,26.2375
electronics.camera.video,obi,2,0,0,0,,0,39.03,162.58,100.805
electronics.camera.video,olmio,2,0,0,0,,0,18.64,50.1,29.12666667
electronics.clocks,acme,2,0,0,0,,0,79.54,79.54,79.54
electronics.clocks,cozmo,2,0,0,0,,0,742.91,742.91,742.91
electronics.clocks,guardo,2,0,0,0,,0,68.7,127.64,89.065
electronics.clocks,romanson,2,0,0,0,,0,179.16,184.65,181.905
electronics.clocks,timberk,2,0,0,0,,0,69.24,69.24,69.24
electronics.clocks,transformers,2,0,0,0,,0,8.47,16.63,12.55
electronics.smartphone,oppo,2,0,0,0,,0,180.16,231.64,205.9
electronics.smartphone,prestigio,2,0,0,0,,0,87.49,123.27,99.41666667
electronics.smartphone,vivo,2,0,0,0,,0,411.83,411.83,411.83
electronics.tablet,defender,2,0,0,0,,0,137.46,181.21,150.2625
electronics.telephone,chicco,2,0,0,0,,0,252.23,257.38,254.805
electronics.telephone,lorelli,2,0,0,0,,0,78.51,81.08,79.36666667
electronics.telephone,vivitek,2,0,0,0,,0,804.71,2068.52,1436.615
electronics.video.projector,lider,2,1,0,0.5,0,0,155.71,155.71,155.71
electronics.video.projector,ricco,2,0,0,0,,0,411.59,411.59,411.59
electronics.video.tv,acv,2,0,0,0,,0,190.48,190.48,190.48
electronics.video.tv,clarion,2,0,0,0,,0,72.07,102.96,92.66333333
electronics.video.tv,lg,2,0,0,0,,0,475.92,1977.53,1226.725
electronics.video.tv,samsung,2,0,0,0,,0,489.07,489.07,489.07
furniture.bathroom.bath,centek,2,0,0,0,,0,12.84,12.84,12.84
furniture.bathroom.bath,laurastar,2,0,0,0,,0,617.75,1750.34,1029.6
furniture.bathroom.toilet,rino,2,0,0,0,,0,10.04,10.04,10.04
furniture.bathroom.toilet,roca,2,0,0,0,,0,331.32,339.06,335.19
furniture.bedroom.bed,deta,2,0,0,0,,0,102.19,145.95,124.07
furniture.bedroom.bed,gigawatt,2,0,0,0,,0,139.15,179.64,159.395
furniture.bedroom.bed,granat,2,0,0,0,,0,27.8,45.05,34.75
furniture.bedroom.bed,hyper,2,0,0,0,,0,87.52,87.52,87.52
furniture.bedroom.bed,varta,2,0,0,0,,0,115.93,122.06,118.995
furniture.bedroom.bed,voltman,2,0,0,0,,0,92.76,130.86,118.16
furniture.bedroom.blanket,beko,2,0,0,0,,0,65.5,65.5,65.5
furniture.bedroom.blanket,dsp,2,0,0,0,,0,33.21,33.21,33.21
furniture.bedroom.blanket,hottek,2,0,0,0,,0,8.49,10.96,9.151428571
furniture.bedroom.blanket,mantra,2,0,0,0,,0,11.04,183.47,109.0475
furniture.bedroom.blanket,moulinex,2,0,0,0,,0,28.07,138.97,109.865
furniture.bedroom.blanket,rowenta,2,0,0,0,,0,19.28,56.6,31.72
furniture.bedroom.blanket,xiaomi,2,0,0,0,,0,38.61,108.11,79.36666667
furniture.bedroom.pillow,thule,2,0,0,0,,0,100.39,100.39,100.39
furniture.kitchen.chair,harper,2,0,0,0,,0,10.01,20.57,17.05
furniture.kitchen.chair,piatnik,2,0,0,0,,0,8.75,23.14,15.945
furniture.kitchen.chair,sv,2,0,0,0,,0,39.38,56.6,47.99
furniture.kitchen.chair,zeta,2,0,0,0,,0,19.28,19.28,19.28
furniture.kitchen.table,acorp,2,1,0,0.5,0,0,5.57,5.57,5.57
furniture.kitchen.table,araton,2,0,0,0,,0,40.67,43.12,41.83
furniture.kitchen.table,delux,2,0,0,0,,0,4.41,4.59,4.5
furniture.kitchen.table,fokos,2,0,0,0,,0,2002.63,2002.63,2002.63
furniture.kitchen.table,ipower,2,0,0,0,,0,1.93,4.35,3.4225
furniture.kitchen.table,jailinuo,2,0,0,0,,0,373.24,373.24,373.24
furniture.kitchen.table,landor,2,0,0,0,,0,9.29,24.84,20.18166667
furniture.kitchen.table,respect,2,0,0,0,,0,38.35,48.39,43.37
furniture.kitchen.table,spur,2,0,0,0,,0,35.78,35.78,35.78
furniture.kitchen.table,vobix,2,0,0,0,,0,20.57,115.81,36.44333333
furniture.kitchen.table,walfix,2,0,0,0,,0,13.22,41.52,20.295
furniture.living_room.cabinet,hyperx,2,0,0,0,,0,16.73,33.21,24.97
furniture.living_room.cabinet,irbis,2,0,0,0,,0,51.46,51.46,51.46
furniture.living_room.cabinet,runail,2,0,0,0,,0,38.61,38.61,38.61
furniture.living_room.cabinet,scarlett,2,0,0,0,,0,41.44,41.44,41.44
furniture.living_room.cabinet,sv,2,0,0,0,,0,115.58,115.58,115.58
furniture.living_room.chair,jetpik,2,0,0,0,,0,134.75,180.06,164.9566667
furniture.living_room.chair,polaris,2,0,0,0,,0,6.92,54.03,39.64666667
furniture.living_room.chair,polesie,2,0,0,0,,0,18.79,18.79,18.79
furniture.living_room.shelving,defacto,2,0,0,0,,0,12.84,12.84,12.84
furniture.living_room.sofa,babor,2,0,0,0,,0,109.91,119.82,114.865
furniture.living_room.sofa,ducray,2,0,0,0,,0,9.01,13.13,10.04
furniture.living_room.sofa,ecolab,2,0,0,0,,0,2.32,6.69,4.505
furniture.living_room.sofa,floresan,2,0,0,0,,0,2.57,2.57,2.57
furniture.living_room.sofa,medi-peel,2,0,0,0,,0,18.53,30.89,21.62
furniture.living_room.sofa,mizon,2,0,0,0,,0,15.32,18.02,17.24857143
furniture.living_room.sofa,palmers,2,0,0,0,,0,4.12,9.45,5.4525
furniture.universal.light,mantra,2,0,0,0,,0,87.17,236.28,161.725
kids.dolls,disney,2,0,0,0,,0,10.35,10.35,10.35
kids.dolls,hasbro,2,0,0,0,,0,146.7,205.92,186.18
kids.fmcg.diapers,dbpower,2,0,0,0,,0,61.52,61.52,61.52
kids.fmcg.diapers,prologic,2,0,0,0,,0,47.62,51.35,49.485
kids.skates,aimile,2,0,0,0,,0,126.13,126.13,126.13
kids.skates,babalo,2,0,0,0,,0,102.96,102.96,102.96
kids.skates,bertoni,2,0,0,0,,0,55.34,122.78,72.2
kids.skates,oley,2,0,0,0,,0,102.96,102.96,102.96
kids.skates,osann,2,0,0,0,,0,72.07,72.07,72.07
kids.skates,pnb,2,0,0,0,,0,5.15,5.15,5.15
kids.skates,yoga,2,0,0,0,,0,64.35,64.35,64.35
kids.swing,agu,2,0,0,0,,0,87.94,87.94,87.94
kids.swing,apple,2,0,0,0,,0,231.92,323.05,292.6733333
kids.swing,beko,2,0,0,0,,0,378.36,378.36,378.36
kids.swing,candy,2,0,0,0,,0,429.84,617.75,523.795
kids.swing,greenway,2,0,0,0,,0,24.2,57.14,30.788
kids.swing,omron,2,0,0,0,,0,82.15,99.32,90.735
kids.swing,polaris,2,0,0,0,,0,16.71,20.57,18.1575
kids.swing,polaroid,2,1,0,0.5,0,0,60.23,82.11,76.64
